Date,Open,High,Low,Close,Volume
2021-02-24,76.26591,76.62683,74.27389,74.62093,2307881
2021-02-25,75.29419,75.55100,74.82221,75.18314,1512011
2021-02-26,75.30113,75.30113,71.97647,72.68444,3601810
2021-03-01,72.98289,73.19111,71.76824,72.51785,993856
2021-03-02,72.18469,74.26694,71.98341,73.15641,1627498
2021-03-03,73.56591,74.05871,72.21940,73.72556,849105
2021-03-04,71.83765,73.57286,71.83765,72.37904,1610733
2021-03-05,73.85049,75.23866,72.35821,74.33635,1858659
2021-03-08,76.48801,76.83506,72.98289,73.44793,2395827
2021-03-09,73.26053,74.19060,72.01118,72.50397,2853692
2021-03-10,72.32352,74.25308,71.48368,72.75385,1876974
2021-03-11,72.75382,72.75382,69.06824,69.62350,2084377
2021-03-12,70.78958,73.36463,69.75540,71.27544,2098877
2021-03-15,71.84460,72.45539,70.10245,71.33791,1932102
2021-03-16,71.49061,71.83765,70.58830,70.78958,1165356
2021-03-17,71.31015,71.96259,71.00476,71.33791,1355557
2021-03-18,71.41426,71.79601,70.44948,70.68547,1306093
2021-03-19,69.40836,70.49113,68.71428,69.38754,2677642
2021-03-22,69.41528,74.58620,69.06130,74.48209,8999850
2021-03-23,74.48209,74.48209,74.48209,74.48209,0
2021-03-24,73.04535,73.39933,72.11528,72.35821,3588046
2021-03-25,72.88571,73.88519,72.15692,72.37209,1560844
2021-03-26,72.18470,72.18470,71.49061,71.53226,1635638
2021-03-29,71.49061,71.49061,69.75540,70.27596,1232073
2021-03-30,70.72711,70.79652,69.75540,70.40089,909090
2021-03-31,70.79653,71.49061,69.41530,70.52583,1285499
2021-04-01,70.34536,71.45589,69.75539,70.08855,473705
2021-04-02,70.07468,70.75489,69.75540,69.89422,422249
2021-04-05,70.19959,70.20654,68.74896,68.92942,830819
2021-04-06,69.36672,70.36619,68.78368,69.79011,609550
2021-04-07,70.06774,70.09550,67.32611,67.73562,2110946
2021-04-08,68.42970,68.71428,67.74950,68.47829,828633
2021-04-09,69.12736,69.69884,68.47828,69.43074,365030
2021-04-12,69.28257,69.38840,68.22428,68.41478,660608
2021-04-13,68.36540,68.63349,68.08318,68.30895,869855
2021-04-14,68.21018,69.28258,68.21018,69.07092,1044382
2021-04-15,69.91755,70.19976,69.49424,69.82584,799784
2021-04-16,70.16450,70.19978,69.70591,69.88934,404713
2021-04-19,69.84700,69.84700,68.50650,69.33902,593737
2021-04-20,69.56479,70.02339,69.38841,69.45191,293095
2021-04-21,69.28257,69.28257,68.47827,68.69699,410307
